uid,Velocity_3mon_ClkNum_per_uid,Velocity_3mon_pid_per_uid,Velocity_3mon_pidParam_per_uid,Velocity_LtoN_intervalPerClk_per_uid,Velocity_3mon_uMax_upid_per_uid,Velocity_3mon_Max_pid_per_uid,Velocity_3mon_uMax_upidParam_per_uid,Velocity_3mon_Max_pidParam_per_uid,Velocity_EtoNavg_intervalPerClk_per_uid
26683,66,7,12,58,0.4848,0.135,0.2879,0.0098,71.7121
26684,6,1,2,107,1,0.0015,0.6667,0.0022,107
26686,3,1,2,58,1,0.0007,0.6667,0.0105,79.3333
26687,30,7,10,42,0.2667,0.011,0.3333,0.0052,76.5
26688,24,3,6,40,0.7917,0.0261,0.4583,0.0057,74.375
26689,466,9,30,30,0.6159,0.3936,0.2468,0.0593,65.2682
26690,9,2,5,34,0.5556,0.0144,0.3333,0.0015,90.8889
26691,65,8,9,76,0.3077,0.0274,0.3846,0.0129,92.9692
26692,416,10,31,32,0.4038,0.2304,0.1731,0.0371,83.9471
26693,203,5,9,38,0.7389,0.2057,0.4236,0.0443,85.4926
26694,38,3,10,48,0.8947,0.119,0.3158,0.0062,84.2632
26695,215,8,14,36,0.8605,0.2537,0.586,0.0649,83.1721
26696,201,5,8,31,0.6915,0.6551,0.6816,0.0706,74.7861
26698,784,9,22,30,0.2487,0.2674,0.2423,0.0979,85.9413
26699,12,2,3,50,0.8333,0.0263,0.4167,0.0026,81.6667
26700,158,9,20,30,0.3481,0.0754,0.2278,0.0186,81.7532
26702,89,6,11,32,0.6854,0.2573,0.2809,0.0129,67.3371
26703,579,10,21,30,0.639,0.5074,0.3472,0.1036,87.513
26704,118,6,10,31,0.8559,0.1385,0.5169,0.0314,68.4153
26705,24,5,10,30,0.4167,0.0137,0.2083,0.0026,69.4167
26707,85,8,18,32,0.3294,0.0384,0.2353,0.0103,74.4235
26708,23,5,7,35,0.4783,0.0464,0.3478,0.0041,55.8696
26709,99,6,12,37,0.6869,0.0932,0.3131,0.016,75.2121
26710,236,8,20,35,0.7161,0.2317,0.2797,0.034,71.2585
26712,68,5,8,39,0.8676,0.2489,0.3676,0.0129,76.4265
26713,7,3,4,31,0.7143,0.0175,0.5714,0.0021,97.2857
26716,29,3,5,38,0.7586,0.014,0.6552,0.0098,82.6207
26717,2,1,1,34,1,0.0013,1,0.001,34
26718,49,7,11,30,0.5918,0.1223,0.3265,0.0082,84.1837
26719,65,5,7,38,0.8615,0.2639,0.3692,0.0124,73.4615
26720,30,5,7,37,0.3667,0.0518,0.6,0.0093,73.2333
26721,67,6,12,50,0.6567,0.0603,0.209,0.0072,92.403
26722,17,5,6,54,0.4706,0.0337,0.5294,0.0046,81.3529
26723,43,7,8,33,0.4884,0.0288,0.5814,0.0129,82.9535
26724,195,10,21,34,0.7385,0.1975,0.4872,0.049,78.3949
26725,574,9,21,30,0.8328,0.6555,0.4564,0.135,79.0366
26727,14,1,3,47,1,0.0034,0.5714,0.0044,93.5714
26728,26,1,3,30,1,0.0063,0.5,0.0197,68.6538
26729,97,6,17,38,0.3608,0.048,0.3608,0.018,95.7938
26730,8,2,2,43,0.625,0.0032,0.625,0.0026,67.125
26731,41,6,12,38,0.4146,0.0801,0.2683,0.0057,75.7561
26732,18,2,7,32,0.9444,0.049,0.3889,0.0036,68.2778
26733,1,1,1,102,1,0.0035,1,0.0172,102
26734,149,8,13,44,0.651,0.4092,0.255,0.0196,88.4765
26735,281,9,21,36,0.2135,0.0823,0.306,0.0443,95.3274
26736,175,3,6,30,0.9886,0.7297,0.56,0.4342,60.3714
26737,327,10,19,30,0.3914,0.1755,0.3456,0.0582,80.8165
26738,170,7,14,30,0.8706,0.6243,0.3941,0.0345,85.2706
26739,1471,10,24,30,0.7002,1.4124,0.2549,0.1933,83.0387
26741,90,7,8,33,0.6111,0.0754,0.5,0.0232,74.7667
26742,111,8,15,32,0.3694,0.0562,0.3243,0.0186,77.0541
26743,20,6,8,44,0.55,0.0151,0.6,0.0062,58.5
26745,28,4,5,34,0.6429,0.0247,0.3571,0.0052,70.6429
26746,151,10,14,35,0.543,0.1124,0.298,0.0232,84.6954
26747,3,3,2,108,0.3333,0.0026,0.6667,0.001,108.6667
26748,107,5,9,30,0.9065,0.133,0.4486,0.0247,74.9065
26749,17,4,6,60,0.8235,0.0591,0.4118,0.0036,90.7647
26750,28,3,7,35,0.8214,0.097,0.6786,0.0684,85.8214
26751,26,5,7,76,0.7308,0.0801,0.3846,0.0052,85.7692
26752,6,2,2,54,0.8333,0.0032,0.8333,0.0026,55
26753,37,5,7,34,0.6757,0.1055,0.7297,0.0139,72.6486
26755,69,6,18,34,0.4203,0.0398,0.1884,0.0067,77.2754
26756,28,6,9,60,0.3571,0.0137,0.3929,0.0057,98.6071
26757,25,4,7,32,0.52,0.0178,0.4,0.0052,70.92
26759,230,10,19,34,0.4435,0.1399,0.2826,0.0335,79.8609
26760,98,6,12,31,0.7041,0.0946,0.6429,0.0325,80.8776
26761,13,2,4,52,0.6923,0.0057,0.3846,0.0026,77.0769
26762,24,4,6,35,0.5,0.0506,0.2917,0.0036,76.2083
26763,3,1,2,73,1,0.0007,0.6667,0.0015,103.6667
26764,74,5,4,36,0.6081,0.1719,0.5405,0.0206,74.0811
26765,31,4,7,33,0.6774,0.0886,0.6129,0.0098,52.129
26767,44,3,5,39,0.5227,0.0606,0.4773,0.0108,71.4545
26768,141,8,14,36,0.6738,0.4007,0.305,0.0222,83.6028
26769,145,7,14,32,0.5793,0.1152,0.2621,0.0196,76.7517
26771,3,2,3,114,0.6667,0.007,0.3333,0.0005,114
26772,44,4,6,32,0.7045,0.0425,0.3182,0.0072,74.9545
26773,7,4,5,90,0.4286,0.0115,0.4286,0.0015,93
26774,3,1,1,113,1,0.0019,1,0.0015,113
26775,9,2,2,71,0.5556,0.0032,0.5556,0.0026,90.2222
26776,27,4,4,34,0.8148,0.077,0.8148,0.0113,75.1852
26777,4,1,3,57,1,0.001,0.5,0.0171,57
26778,63,9,15,31,0.4444,0.0384,0.1746,0.0057,88.3016
26779,4,1,1,99,1,0.0105,1,0.0177,99
26780,6,1,5,116,1,0.0015,0.3333,0.2321,116
26783,25,5,10,31,0.6,0.0573,0.28,0.0036,73
26784,107,5,11,34,0.6075,0.0891,0.4579,0.0253,76.6262
26785,148,6,15,35,0.6216,0.3515,0.3919,0.0299,76.4662
26786,35,3,6,50,0.6286,0.077,0.4857,0.0088,74.6
26787,148,3,9,37,0.777,0.4394,0.4054,0.0309,82.4932
26788,55,8,14,46,0.2364,0.0178,0.3455,0.0098,81.2545
26791,81,6,13,30,0.4815,0.0535,0.3457,0.0144,58.7778
26792,41,6,10,34,0.2683,0.0151,0.3902,0.0082,69.4634
26793,88,5,11,34,0.7159,0.0864,0.3523,0.016,79.7159
26794,34,8,10,59,0.2647,0.0123,0.3235,0.0057,82.2353
26795,29,6,7,44,0.6897,0.0274,0.5517,0.0082,84.6897
26796,56,6,11,39,0.4643,0.0357,0.25,0.0072,96.4464
26797,242,9,19,31,0.5083,0.1687,0.2645,0.033,71.1653
26798,28,5,6,33,0.6071,0.0705,0.3571,0.0052,38.5714
26802,41,3,8,36,0.6829,0.1181,0.6585,0.0139,82.122
26803,31,7,7,33,0.5484,0.0705,0.2903,0.0046,61.1613
26804,96,5,11,31,0.8229,0.1083,0.5,0.0247,73.8854
26805,74,6,11,45,0.7568,0.0768,0.3919,0.0149,71.8378
26806,7,3,4,46,0.5714,0.014,0.4286,0.0015,69.2857
26808,148,5,13,34,0.4459,0.0905,0.3649,0.0278,73.0878
26809,3,1,2,104,1,0.0007,0.6667,0.0011,104
26810,1,1,1,98,1,0.0026,1,0.0005,98
26811,924,10,32,30,0.447,0.5663,0.2078,0.0989,82.7944
26812,72,4,4,31,0.5694,0.1566,0.4028,0.0149,73.4722
26813,57,7,18,51,0.4737,0.037,0.1404,0.0041,85.4912
26814,6,3,4,59,0.5,0.0141,0.5,0.0015,59
26815,77,5,9,42,0.7662,0.2254,0.4935,0.0196,79.8571
26816,5,1,3,84,1,0.0012,0.4,0.0011,102
26817,88,7,15,34,0.6136,0.074,0.2273,0.0103,60.7045
26818,18,2,6,49,0.6111,0.0317,0.2778,0.0026,77.5
26819,41,7,12,34,0.561,0.0315,0.3659,0.0077,87.6829
26820,391,6,23,30,0.6343,0.3401,0.3939,0.0794,81.0358
26821,40,7,9,46,0.425,0.0717,0.525,0.0108,76.475
26822,110,9,20,48,0.2364,0.0357,0.3273,0.0186,88.9273
26824,67,6,11,42,0.4627,0.1461,0.5075,0.0175,82.3582
26825,838,10,30,32,0.2411,0.277,0.3019,0.1304,69.543
26826,4,1,1,44,1,0.001,1,0.0022,44
26827,166,6,11,30,0.6506,0.4481,0.3916,0.0335,75.5843
26828,104,8,17,38,0.375,0.0535,0.2115,0.0113,92.2115
26830,255,7,14,30,0.5608,0.1961,0.3255,0.0428,66.5569
26831,42,8,8,31,0.5238,0.0928,0.5238,0.0113,68.7143
26832,39,4,4,41,0.8974,0.1337,0.8718,0.0175,82.4359
26833,27,5,6,36,0.5185,0.066,0.5926,0.0082,80.3704
26834,144,7,16,36,0.4861,0.2953,0.3333,0.0247,75.7917
26835,30,2,4,48,0.8333,0.0159,0.8,0.0124,81.3333
26836,141,4,11,30,0.9362,0.5043,0.5461,0.0397,77.2837
26837,47,7,10,36,0.5745,0.112,0.4255,0.0103,74.4894
26838,99,5,11,32,0.798,0.1083,0.3535,0.018,77.1212
26840,49,4,6,33,0.7551,0.1744,0.3469,0.0088,77.0408
26842,13,4,7,30,0.4615,0.0283,0.3077,0.0021,75.6154
26843,57,5,9,41,0.7895,0.0617,0.4211,0.0124,87.3509
26844,46,4,9,31,0.4348,0.0764,0.4783,0.0113,70.5217
26845,72,7,11,31,0.5139,0.0507,0.3056,0.0113,74.0833
26846,8,3,5,115,0.75,0.0253,0.5,0.0021,116
26848,150,7,13,32,0.6733,0.1385,0.3733,0.0289,79.8267
26849,80,5,9,40,0.7125,0.2686,0.4625,0.0191,79.5625
26850,136,8,18,32,0.6176,0.1152,0.3529,0.0247,83.8824
26851,353,6,20,33,0.5099,0.2468,0.3116,0.0567,82.7762
26852,1424,9,34,32,0.7331,1.4316,0.2128,0.1562,87.9649
26853,48,5,11,39,0.5208,0.0343,0.3125,0.0077,87.4167
26854,68,6,11,39,0.3971,0.112,0.3529,0.0124,73.1618
26857,16,4,5,77,0.6875,0.029,0.4375,0.0036,112.625
26858,88,8,11,36,0.4205,0.1561,0.4205,0.0191,70.3295
26859,99,7,11,31,0.8788,0.1193,0.6061,0.0309,72
26860,344,9,24,30,0.6134,0.2893,0.2064,0.0366,82.6657
26861,11,3,6,93,0.5455,0.0082,0.3636,0.0441,93
26862,35,6,13,73,0.4571,0.0675,0.2,0.0036,90.6571
26863,31,6,12,31,0.4839,0.0206,0.2581,0.0041,52.871
26864,21,4,5,78,0.6667,0.0369,0.5238,0.0057,107.7143
26866,62,6,12,43,0.3387,0.0886,0.2258,0.0072,61.1774
26867,108,5,10,31,0.5648,0.2875,0.4352,0.0242,74.4259
26868,86,4,10,33,0.6047,0.0713,0.2907,0.0129,78.7558
26869,25,4,6,38,0.52,0.0613,0.4,0.0052,90.44
26870,269,9,15,30,0.4572,0.1687,0.4275,0.0593,77.7249
26871,612,6,20,31,0.4592,0.3853,0.2876,0.0907,77.0964
26872,2,2,2,92,0.5,0.0042,0.5,0.0059,103
26874,210,6,12,33,0.5095,0.1467,0.5,0.0541,73.281
26875,76,3,8,34,0.9605,0.3441,0.3816,0.0149,84.5921
26876,214,8,20,33,0.2804,0.0823,0.1682,0.0186,84.0467
26877,424,7,23,32,0.6014,0.3497,0.2972,0.0649,81.4528
26878,62,6,13,33,0.3871,0.0329,0.2742,0.0088,63.9677
26880,68,5,7,36,0.7647,0.0713,0.4559,0.016,78.3529
26881,15,5,5,51,0.3333,0.0211,0.4667,0.0036,70.4667
26882,10,2,5,67,0.9,0.0259,0.4,0.0021,94.6
26883,16,3,4,60,0.875,0.049,0.6875,0.0057,86.5
26884,44,5,10,32,0.5682,0.1055,0.2273,0.0052,66.2273
26885,8,4,3,67,0.625,0.0236,0.625,0.0026,76.375
26886,586,8,17,33,0.7526,0.6047,0.4744,0.1433,83.4215
26887,3,3,3,37,0.3333,0.0041,0.3333,0.0005,37
26888,62,2,2,42,0.9677,0.2292,0.9677,0.2251,84.5161
26892,41,4,5,37,0.7317,0.079,0.4146,0.0088,69.6829
26893,80,8,17,32,0.475,0.1603,0.3,0.0124,77.1
26894,3,1,1,51,1,0.0019,1,0.0015,51
26895,31,4,5,30,0.7097,0.1037,0.7097,0.0113,66.8065
26897,40,3,8,30,0.675,0.037,0.6,0.0124,66.975
26898,17,3,7,79,0.7647,0.0497,0.4118,0.0036,93.5882
26902,22,5,9,32,0.3182,0.0295,0.3636,0.0041,69.7727
26904,41,8,13,33,0.2927,0.0506,0.1951,0.0041,52.6098
26905,259,8,15,31,0.6564,0.7171,0.5405,0.0721,80.3707
26907,352,6,13,30,0.4006,0.585,0.4006,0.0727,68.554
26909,17,3,2,31,0.7647,0.0342,0.7647,0.0067,56.7059
26910,19,2,3,50,0.5789,0.007,0.5789,0.0057,95.5789
26911,49,5,9,32,0.5306,0.0357,0.4898,0.0124,59.7143
26912,634,10,20,30,0.2871,0.2496,0.347,0.1134,74.9779
26914,58,5,9,35,0.5345,0.1308,0.5,0.0149,87.1724
26915,97,7,9,34,0.7938,0.3248,0.5155,0.0258,87.3402
26916,494,7,17,33,0.6377,1.3068,0.3016,0.0768,84.5972
26917,105,5,9,41,0.6952,0.2789,0.4667,0.0253,92
26918,10,4,4,81,0.7,0.033,0.7,0.0036,98.1
26921,35,4,11,33,0.3714,0.0497,0.3714,0.0067,97.8286
26922,27,4,10,38,0.6296,0.0801,0.2222,0.0031,89.5926
26924,60,6,10,39,0.5833,0.048,0.3,0.0093,68.1333
26925,12,3,6,90,0.5,0.021,0.3333,0.0021,101.5
26926,5,3,4,79,0.4,0.0094,0.4,0.001,87
26927,58,9,15,34,0.4828,0.0384,0.2241,0.0067,71.2241
26929,361,9,16,31,0.6482,0.3209,0.6648,0.1237,78.4792
26930,7,2,4,35,0.7143,0.0032,0.5714,0.0021,72.4286
26931,25,3,3,35,0.72,0.063,0.72,0.0093,82.4
26933,2,2,2,71,0.5,0.0026,0.5,0.0005,74.5
26934,149,6,21,38,0.3557,0.0727,0.2819,0.0216,79.604
26935,42,5,15,30,0.4762,0.0274,0.2381,0.0052,50.7143
26936,175,8,15,30,0.5943,0.1426,0.2857,0.0258,73.2514
26937,406,8,18,35,0.9039,0.5033,0.6773,0.1417,74.803
26939,84,8,14,31,0.4167,0.1476,0.4286,0.0186,77.8214
26940,47,3,10,32,0.8723,0.1729,0.4043,0.0891,92.4043
26941,35,2,3,39,0.9714,0.098,0.7714,0.0139,65.2286
26942,81,6,13,40,0.642,0.2193,0.2593,0.0108,80.1358
26943,21,6,8,87,0.4286,0.0123,0.381,0.0041,104.5238
26944,355,10,20,31,0.4366,0.2125,0.3183,0.0582,79.3521
26945,1,1,1,38,1,0.0035,1,0.011,38
26947,5,2,3,63,0.8,0.014,0.6,0.0516,71
26948,121,8,15,38,0.6364,0.1056,0.2893,0.018,81.8843
26949,46,4,5,31,0.7391,0.0895,0.3261,0.0077,76.9348
26950,86,5,6,32,0.4767,0.1932,0.4186,0.0186,73.5349
26951,325,8,16,30,0.4646,0.6264,0.3169,0.0531,79.2
26952,31,2,7,33,0.9677,0.079,0.2903,0.0046,84.2581
26953,108,4,7,31,0.7407,0.2106,0.5648,0.0314,79.3148
26954,206,8,18,33,0.6262,0.5441,0.1796,0.0191,76.3155
26955,25,3,10,77,0.48,0.042,0.2,0.0026,85.8
26956,27,3,8,33,0.5926,0.056,0.2963,0.0041,74.4074
26958,106,8,12,33,0.4528,0.1991,0.3396,0.0186,79.8868
26959,90,4,16,31,0.6,0.074,0.3778,0.0175,85.1778
26960,19,4,7,90,0.4737,0.0237,0.4211,0.0041,104.2105
26961,16,3,7,30,0.5625,0.0344,0.5625,0.0046,49.25
26965,48,6,12,67,0.2708,0.0539,0.3333,0.0082,78.0417
26966,9,3,3,61,0.5556,0.0175,0.5556,0.0026,72.5556
26967,8,2,2,62,0.875,0.0295,0.875,0.0411,92.625
26968,156,3,7,30,0.8462,0.6221,0.3846,0.0309,76.5192
26969,33,4,5,44,0.7273,0.084,0.6364,0.0108,88.9697
26970,312,10,23,33,0.5897,0.2523,0.1571,0.0253,81.0417
26972,74,6,14,33,0.5541,0.1729,0.3243,0.0124,67.3514
26974,12,4,6,63,0.5,0.0253,0.3333,0.0021,92.3333
26975,15,4,6,103,0.4,0.021,0.4,0.0031,107.8
26976,284,8,26,34,0.3803,0.1481,0.3204,0.0469,80.7077
26977,10,3,4,67,0.7,0.0295,0.6,0.0031,87.6
26979,87,5,16,33,0.7816,0.2821,0.2644,0.0119,68.4598
26980,159,7,11,30,0.434,0.0946,0.2893,0.0237,81.4591
26981,253,5,7,31,0.6957,0.4634,0.5059,0.066,80.834
26982,47,5,7,41,0.7872,0.1535,0.5319,0.0129,71.3191
26983,31,3,9,44,0.6452,0.0274,0.3548,0.0057,76.2903
26986,98,7,12,32,0.7551,0.3121,0.6531,0.033,80.2857
26987,3,1,2,34,1,0.0019,0.6667,0.001,34
26988,36,4,7,45,0.5278,0.0726,0.4167,0.0077,74.6389
26989,11,5,4,44,0.6364,0.033,0.7273,0.0041,68.3636
26990,26,7,11,51,0.3077,0.011,0.2308,0.0031,64.9231
26991,121,8,10,33,0.6281,0.3153,0.3719,0.0232,72.7273
26992,44,3,5,40,0.9091,0.0255,0.5227,0.0119,70.2273
26993,44,4,7,36,0.8864,0.1645,0.5455,0.0124,70.4318
26995,32,7,9,39,0.3125,0.0471,0.375,0.0062,74.625
26996,7,3,5,49,0.7143,0.0069,0.4286,0.0015,77.4286
26998,16,3,5,45,0.625,0.0471,0.4375,0.0036,92.6875
27000,448,8,19,30,0.4866,0.9196,0.2768,0.0639,72.1116
27001,89,4,8,42,0.4831,0.2027,0.2809,0.0129,85.4045
27004,88,6,6,31,0.4432,0.0535,0.4886,0.0222,77.25
27005,31,4,7,32,0.6452,0.0274,0.2903,0.0046,63
27006,140,8,17,34,0.6214,0.1193,0.2857,0.0206,82.2429
27010,87,8,15,37,0.5747,0.0686,0.2184,0.0098,75.2874
27011,124,5,10,35,0.5081,0.2407,0.3952,0.0253,70.7823
27012,16,3,5,62,0.8125,0.0548,0.625,0.0052,75
27013,286,5,12,31,0.8322,0.9874,0.6469,0.0953,77.2203
27014,1,1,1,103,1,0.0002,1,0.0008,103
27015,98,5,9,33,0.9082,0.34,0.3878,0.0196,74.2041
27016,158,7,9,30,0.5127,0.336,0.5759,0.0469,79.2278
27017,30,5,8,34,0.3,0.0373,0.2333,0.0036,74.9
27018,194,6,16,35,0.7629,0.203,0.2423,0.0242,72.2577
27019,112,8,17,35,0.5,0.0768,0.375,0.0216,62.9107
27020,18,2,3,56,0.8333,0.0095,0.7778,0.0072,92.5556
27021,29,4,7,37,0.6552,0.0895,0.2759,0.0041,70.069
27022,26,6,10,34,0.3846,0.0415,0.3462,0.0046,61.7692
27023,76,7,12,33,0.7632,0.0795,0.4342,0.017,75.5921
27024,29,7,9,30,0.2414,0.0295,0.2759,0.0041,37.7241
27025,2,1,2,111,1,0.0013,0.5,0.0005,111
27027,82,3,10,45,0.5976,0.2067,0.4024,0.017,92.9146
27028,181,8,22,30,0.4309,0.107,0.2983,0.0278,61.6409
27029,117,6,10,30,0.8376,0.1344,0.5043,0.0304,75.2479
27030,3,3,3,46,0.3333,0.0026,0.3333,0.0005,52
27031,76,7,11,30,0.6579,0.0686,0.4605,0.018,70.5395
27032,210,8,15,30,0.4714,0.1358,0.3095,0.0335,83.1714
27033,44,6,9,35,0.3636,0.0219,0.3409,0.0077,74
27034,72,3,7,31,0.8056,0.203,0.6389,0.0237,61.0139
27035,67,8,11,36,0.4328,0.0398,0.403,0.0139,86.1493
27036,68,5,8,35,0.9265,0.0864,0.5588,0.0196,71.4265
27037,56,5,5,48,0.4464,0.1178,0.4286,0.0124,66.7679
27038,161,8,12,37,0.7205,0.4893,0.4224,0.035,77.3106
27040,34,6,9,61,0.3529,0.0498,0.4706,0.0082,79.2059
27041,17,4,6,48,0.4118,0.0295,0.2353,0.0021,72.0588
27042,214,7,21,31,0.3972,0.1166,0.2617,0.0289,78.6682
27043,106,5,16,33,0.8019,0.1166,0.4245,0.0232,74.8774
27044,55,5,9,30,0.7091,0.1838,0.5818,0.0165,87.5818
27045,43,3,6,35,0.6279,0.0945,0.5814,0.0129,67.4186
27046,6,3,2,40,0.6667,0.0189,0.8333,0.0026,52.8333
27047,508,9,25,32,0.4488,0.3127,0.248,0.0649,85.9567
27048,155,5,12,30,0.8903,0.5821,0.4065,0.0325,72.6645
27049,43,3,6,34,0.7442,0.135,0.5116,0.0113,76.0233
27050,218,7,17,32,0.5917,0.1769,0.2615,0.0294,80.9771
27051,166,8,10,33,0.4699,0.329,0.3735,0.032,83.8012
27052,179,9,13,41,0.5475,0.1344,0.2793,0.0258,82.6927
27053,40,6,9,47,0.725,0.1223,0.55,0.0113,76.825
27054,80,4,12,38,0.5125,0.1435,0.45,0.0186,75.2875
27055,20,3,5,38,0.6,0.042,0.35,0.0036,75.75
27057,124,9,23,30,0.4758,0.0809,0.1774,0.0113,63.9355
27058,102,8,22,34,0.4804,0.0672,0.2647,0.0139,89.8235
27059,303,9,19,30,0.5842,0.2427,0.2805,0.0438,53.4323
27060,10,3,4,79,0.8,0.0306,0.5,0.0026,84.5
27062,174,9,19,30,0.5057,0.1207,0.2069,0.0186,77.1207
27063,91,6,13,31,0.5824,0.0727,0.5714,0.0268,72.6593
27064,128,8,12,30,0.5469,0.096,0.5625,0.0371,92.25
27065,154,9,18,32,0.3377,0.0713,0.3961,0.0314,73.7403
27066,149,6,10,42,0.4631,0.2863,0.3691,0.0283,78.4899
27067,32,4,5,79,0.5938,0.0665,0.625,0.0103,101.0938
27068,40,6,7,32,0.475,0.0726,0.525,0.0108,73.35
27069,1,1,1,119,1,0.0035,1,0.0172,119
27071,139,4,8,33,0.9209,0.489,0.3957,0.0283,73.0072
27073,80,5,5,32,0.625,0.0686,0.6875,0.0283,65.825
27074,85,6,9,40,0.8118,0.2636,0.3176,0.0139,74.2588
27075,5,3,4,89,0.4,0.0027,0.4,0.001,108.2
27076,503,9,22,30,0.3956,0.2729,0.2247,0.0582,88.5229
27077,41,3,3,37,0.7561,0.0197,0.7317,0.0155,84.6585
27078,76,3,3,36,0.9474,0.2751,0.9474,0.0371,82.0789
27079,146,7,11,33,0.5616,0.1124,0.3767,0.0283,81.0548
27080,27,2,4,34,0.9259,0.0159,0.5926,0.0082,69.8148
27081,33,6,10,34,0.4242,0.0591,0.303,0.0052,46.3333
27082,62,6,14,32,0.371,0.0879,0.371,0.0119,79.2903
27083,286,9,14,30,0.6189,0.2427,0.3252,0.0479,82.507
27084,6,2,3,30,0.6667,0.0025,0.6667,0.0021,91.5
27085,63,5,9,34,0.6349,0.1687,0.4603,0.0149,70.7302
27086,170,3,5,36,0.6588,0.0713,0.6647,0.0582,78.5941
27088,10,2,3,37,0.8,0.0337,0.8,0.0469,49
27089,1380,10,23,30,0.3913,0.7405,0.2449,0.1742,73.4326
27090,14,2,4,76,0.5,0.0045,0.4286,0.0031,88.8571
27091,26,5,7,45,0.5769,0.0622,0.3077,0.0041,71.5385
27092,328,6,10,36,0.6738,0.9169,0.3384,0.0572,80.2104
27093,94,7,11,34,0.7766,0.1001,0.5426,0.0263,78.734
27094,74,5,12,43,0.6486,0.1264,0.3108,0.0119,78.9054
27095,80,6,18,33,0.35,0.0384,0.175,0.0072,90.9
27096,59,7,11,38,0.4576,0.037,0.3729,0.0113,62.1864
27099,1,1,1,33,1,0.0002,1,0.0005,33
27100,231,6,11,30,0.8615,0.7603,0.4935,0.0587,70.8052
27101,27,7,8,35,0.5185,0.0591,0.3333,0.0046,69.1111
27102,314,9,18,31,0.672,0.2893,0.2739,0.0443,83.8885
27103,71,7,13,34,0.3944,0.1181,0.3099,0.0113,78.0986
27104,30,4,11,77,0.4333,0.0178,0.3667,0.0057,84.6667
27105,145,1,5,30,1,0.0351,0.8207,0.0654,78.3172
27107,35,5,9,35,0.6571,0.1084,0.5143,0.0093,85
27108,236,8,16,31,0.7288,0.2359,0.4322,0.0526,68.7627
27110,256,4,12,31,0.6367,0.7682,0.4492,0.0593,76.2539
27111,21,6,5,64,0.4286,0.0424,0.4762,0.0052,87.2381
27112,136,9,21,30,0.25,0.0466,0.2059,0.0144,93.8309
27113,401,8,21,30,0.4165,0.229,0.4738,0.0979,70.596
27114,23,3,5,36,0.6957,0.056,0.6522,0.0077,71.7826
27115,63,6,7,33,0.7143,0.0617,0.7778,0.0253,73.1746
27116,94,7,9,40,0.7128,0.0919,0.3511,0.017,94.7766
27118,16,5,6,51,0.4375,0.0295,0.625,0.0052,74.625
27119,45,7,13,37,0.3111,0.0192,0.2889,0.0067,53.2889
27120,30,7,10,39,0.3667,0.0151,0.4333,0.0067,74.3333
27122,57,6,6,32,0.7544,0.2027,0.7018,0.0206,76.5965
27123,263,9,19,31,0.4791,0.1728,0.2852,0.0387,83.9886
27124,34,2,3,44,0.8529,0.0836,0.5,0.0088,83.7059
27125,166,6,14,35,0.3614,0.2531,0.3012,0.0258,88.6084
27126,53,7,12,30,0.6415,0.1434,0.2642,0.0072,50.6604
27127,15,4,9,48,0.3333,0.0069,0.2,0.0015,96.6667
27128,144,8,13,33,0.7361,0.1454,0.2569,0.0191,73.5278
27129,14,5,6,72,0.3571,0.0069,0.3571,0.0026,81.5
27130,125,7,11,30,0.72,0.1234,0.408,0.0263,74.72
27131,47,6,7,33,0.4043,0.0895,0.5319,0.0129,86.0638
27132,26,4,7,42,0.5769,0.0707,0.3846,0.0052,75.0385
27133,104,7,15,36,0.5769,0.0823,0.2212,0.0119,71.75
27134,318,9,20,30,0.3491,0.1522,0.239,0.0392,54.4277
27135,250,9,21,33,0.456,0.4809,0.252,0.0325,68.04
27136,13,3,7,40,0.6923,0.0057,0.4615,0.0031,71.3846
27138,95,5,11,30,0.9474,0.3796,0.4737,0.0232,73.6947
27140,126,6,7,30,0.5,0.0864,0.3413,0.0222,72.4603
27141,108,7,13,42,0.3981,0.059,0.3333,0.0186,80.4722
27142,7,3,4,94,0.5714,0.0025,0.4286,0.0015,108.5714
27143,109,5,11,33,0.7982,0.1193,0.5872,0.033,92.9725
27145,184,3,8,30,0.7391,0.0865,0.413,0.0392,87.6141
27148,131,10,17,30,0.4885,0.0878,0.2977,0.0201,78.7557
27149,19,4,5,38,0.4211,0.0332,0.4211,0.0041,72.7368
27150,62,8,12,44,0.3548,0.0302,0.2097,0.0067,87.0323
27151,94,5,10,31,0.6809,0.2655,0.4043,0.0196,73.9894
27153,31,4,9,50,0.8387,0.1079,0.3871,0.0062,78.1935
27154,330,10,17,33,0.3515,0.1591,0.2,0.034,72.8909
27156,213,10,17,32,0.6056,0.1769,0.3005,0.033,72.4225
27157,254,8,20,32,0.563,0.1961,0.3189,0.0417,70.4134
27158,10,4,6,33,0.4,0.0153,0.3,0.0015,62
27159,187,8,15,35,0.492,0.3881,0.3369,0.0325,83.7219
27161,4,1,1,80,1,0.001,1,0.0022,80
27162,291,9,17,35,0.3711,0.1481,0.268,0.0402,85.6907
27164,121,5,10,32,0.4628,0.2362,0.3802,0.0237,85.9917
27165,25,3,8,37,0.72,0.0848,0.28,0.0036,96.92
27166,197,9,16,30,0.4619,0.1248,0.3655,0.0371,78.4569
27167,5,2,3,83,0.6,0.0105,0.6,0.0015,83
27169,40,7,8,50,0.575,0.0954,0.65,0.0134,86.125
